"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Smyd2",1302,9,26,23,11,2,1,6.91,19.97,17.67,8.45,1.54,0.77
"Snap47",1242,13,33,24,13,3,4,10.47,26.57,19.32,10.47,2.42,3.22
"Snap91",2706,21,27,42,16,1,0,7.76,9.98,15.52,5.91,0.37,0
"Snn",267,1,5,3,1,0,0,3.75,18.73,11.24,3.75,0,0
"Snph",1587,11,38,30,17,3,2,6.93,23.94,18.9,10.71,1.89,1.26
"Snrpd2",357,3,8,5,1,1,1,8.4,22.41,14.01,2.8,2.8,2.8
"Snrpn",723,6,13,10,3,1,0,8.3,17.98,13.83,4.15,1.38,0
"Sntg1",1554,11,28,30,11,1,1,7.08,18.02,19.31,7.08,0.64,0.64
"Snw1",1611,10,42,29,10,5,1,6.21,26.07,18,6.21,3.1,0.62
"Snx1",1566,9,31,25,13,1,1,5.75,19.8,15.96,8.3,0.64,0.64
"Snx10",606,2,10,12,6,0,1,3.3,16.5,19.8,9.9,0,1.65
"Snx13",2877,31,34,36,18,0,1,10.78,11.82,12.51,6.26,0,0.35
"Snx17",1413,10,22,20,10,0,1,7.08,15.57,14.15,7.08,0,0.71
"Snx19",2994,29,57,41,27,5,1,9.69,19.04,13.69,9.02,1.67,0.33
"Snx25",2961,22,47,42,21,1,1,7.43,15.87,14.18,7.09,0.34,0.34
"Snx27",1620,14,20,21,11,0,1,8.64,12.35,12.96,6.79,0,0.62
"Snx5",1215,17,23,24,9,1,2,13.99,18.93,19.75,7.41,0.82,1.65
"Sobp",2595,17,28,39,14,1,1,6.55,10.79,15.03,5.39,0.39,0.39
"Socs5",1611,12,21,21,9,1,1,7.45,13.04,13.04,5.59,0.62,0.62
"Son",7434,43,128,106,47,4,3,5.78,17.22,14.26,6.32,0.54,0.4
"Sorbs2",3645,23,50,72,33,3,2,6.31,13.72,19.75,9.05,0.82,0.55
"Sorcs2",3480,33,57,71,34,6,1,9.48,16.38,20.4,9.77,1.72,0.29
"Sorcs3",3660,44,70,73,35,3,3,12.02,19.13,19.95,9.56,0.82,0.82
"Sort1",2577,25,39,48,22,1,1,9.7,15.13,18.63,8.54,0.39,0.39
"Sos2",4002,44,55,58,24,1,2,10.99,13.74,14.49,6,0.25,0.5
"Sowaha",1647,5,22,22,5,0,0,3.04,13.36,13.36,3.04,0,0
"Sp3",2352,21,30,37,22,2,2,8.93,12.76,15.73,9.35,0.85,0.85
"Spast",1845,12,27,37,22,1,1,6.5,14.63,20.05,11.92,0.54,0.54
"Spata2",1548,10,23,24,11,1,0,6.46,14.86,15.5,7.11,0.65,0
"Sphkap",4977,35,78,52,27,0,5,7.03,15.67,10.45,5.42,0,1
"Spire1",1932,15,38,25,11,1,1,7.76,19.67,12.94,5.69,0.52,0.52
"Spns1",1587,14,12,28,11,1,0,8.82,7.56,17.64,6.93,0.63,0
"Spns2",1650,13,17,24,11,1,1,7.88,10.3,14.55,6.67,0.61,0.61
"Spock2",1272,8,32,29,12,1,1,6.29,25.16,22.8,9.43,0.79,0.79
"Spock2.1",1272,8,32,29,12,1,1,6.29,25.16,22.8,9.43,0.79,0.79
"Sppl3",1155,14,9,14,6,0,0,12.12,7.79,12.12,5.19,0,0
"Spred1",1335,15,17,33,16,2,2,11.24,12.73,24.72,11.99,1.5,1.5
"Sprn",444,5,9,6,2,0,1,11.26,20.27,13.51,4.5,0,2.25
"Spry2",948,10,11,18,9,2,1,10.55,11.6,18.99,9.49,2.11,1.05
"Spryd3",1329,7,35,24,14,0,2,5.27,26.34,18.06,10.53,0,1.5
"Spsb3",1503,13,17,24,13,3,1,8.65,11.31,15.97,8.65,2,0.67
"Sptbn1",7092,58,158,132,68,9,5,8.18,22.28,18.61,9.59,1.27,0.71
"Sptbn2",7167,56,164,135,55,5,3,7.81,22.88,18.84,7.67,0.7,0.42
"Sqle",1719,10,25,21,11,2,0,5.82,14.54,12.22,6.4,1.16,0
"Sqstm1",1329,5,21,22,13,1,2,3.76,15.8,16.55,9.78,0.75,1.5
"Sra1",1461,12,22,20,5,2,3,8.21,15.06,13.69,3.42,1.37,2.05
"Src",1626,11,20,32,12,0,1,6.77,12.3,19.68,7.38,0,0.62
"Srebf2",3393,30,38,61,25,0,0,8.84,11.2,17.98,7.37,0,0
"Srf",1515,5,10,28,14,2,2,3.3,6.6,18.48,9.24,1.32,1.32
"Srgap3",3300,18,47,68,32,6,3,5.45,14.24,20.61,9.7,1.82,0.91
"Srp72",2016,16,33,21,8,2,3,7.94,16.37,10.42,3.97,0.99,1.49
"Srxn1",468,2,6,11,4,1,0,4.27,12.82,23.5,8.55,2.14,0
"Ss18l1",1209,3,9,13,3,1,0,2.48,7.44,10.75,2.48,0.83,0
"Ssbp2",1086,4,26,16,8,0,1,3.68,23.94,14.73,7.37,0,0.92
"Ssbp3",1167,8,13,17,10,0,1,6.86,11.14,14.57,8.57,0,0.86
"Ssbp4",1092,3,12,16,4,0,1,2.75,10.99,14.65,3.66,0,0.92
"Ssh2",4290,42,72,76,36,4,3,9.79,16.78,17.72,8.39,0.93,0.7
"Sstr3",1287,8,19,14,4,2,2,6.22,14.76,10.88,3.11,1.55,1.55
"Ssu72",585,7,15,15,7,1,0,11.97,25.64,25.64,11.97,1.71,0
"Ssx2ip",1848,19,33,29,15,2,2,10.28,17.86,15.69,8.12,1.08,1.08
"St3gal2",1053,8,16,20,12,3,0,7.6,15.19,18.99,11.4,2.85,0
"St3gal5",1245,11,16,20,7,1,1,8.84,12.85,16.06,5.62,0.8,0.8
"St6gal2",1575,8,15,19,14,0,1,5.08,9.52,12.06,8.89,0,0.63
"St6galnac6",1008,3,6,16,9,1,0,2.98,5.95,15.87,8.93,0.99,0
"St8sia3",1143,10,17,12,7,2,0,8.75,14.87,10.5,6.12,1.75,0
"Stam",1647,13,21,18,4,0,1,7.89,12.75,10.93,2.43,0,0.61
"Stard10",1095,5,17,22,11,0,2,4.57,15.53,20.09,10.05,0,1.83
"Stau2",1713,13,26,17,7,3,0,7.59,15.18,9.92,4.09,1.75,0
"Stim1",2382,19,51,36,18,4,1,7.98,21.41,15.11,7.56,1.68,0.42
"Stim2",2265,16,36,38,23,2,1,7.06,15.89,16.78,10.15,0.88,0.44
"Stip1",1632,10,37,27,5,2,0,6.13,22.67,16.54,3.06,1.23,0
"Stk11",1311,9,34,33,17,2,2,6.86,25.93,25.17,12.97,1.53,1.53
"Stk16",918,11,12,15,4,0,0,11.98,13.07,16.34,4.36,0,0
"Stk25",1281,11,30,21,10,1,0,8.59,23.42,16.39,7.81,0.78,0
"Stk32c",1467,10,28,30,18,1,2,6.82,19.09,20.45,12.27,0.68,1.36
"Stk39",1671,14,22,23,13,1,1,8.38,13.17,13.76,7.78,0.6,0.6
"Stmn1",450,2,11,7,2,1,1,4.44,24.44,15.56,4.44,2.22,2.22
"Stmn2",540,4,16,3,2,0,2,7.41,29.63,5.56,3.7,0,3.7
"Stmn3",543,2,19,2,0,0,3,3.68,34.99,3.68,0,0,5.52
"Stmn4",651,3,16,8,4,1,3,4.61,24.58,12.29,6.14,1.54,4.61
"Stoml1",1200,10,17,24,10,1,0,8.33,14.17,20,8.33,0.83,0
"Stox2",2784,22,54,53,27,2,1,7.9,19.4,19.04,9.7,0.72,0.36
"Strap",1053,17,22,16,8,1,0,16.14,20.89,15.19,7.6,0.95,0
"Strip1",2514,19,42,46,21,3,1,7.56,16.71,18.3,8.35,1.19,0.4
"Strip2",2535,24,48,43,19,0,1,9.47,18.93,16.96,7.5,0,0.39
"Strn4",2283,20,51,35,21,1,2,8.76,22.34,15.33,9.2,0.44,0.88
"Stt3b",2472,16,27,31,16,1,0,6.47,10.92,12.54,6.47,0.4,0
"Stub1",915,10,21,12,4,0,1,10.93,22.95,13.11,4.37,0,1.09
"Stum",426,2,4,5,3,1,0,4.69,9.39,11.74,7.04,2.35,0
"Stum.1",426,2,4,5,3,1,0,4.69,9.39,11.74,7.04,2.35,0
"Stx12",825,6,16,10,5,1,1,7.27,19.39,12.12,6.06,1.21,1.21
"Stx6",768,8,25,13,5,1,0,10.42,32.55,16.93,6.51,1.3,0
"Stx6.1",768,8,22,12,5,1,0,10.42,28.65,15.62,6.51,1.3,0
"Stx7",786,6,7,13,4,0,0,7.63,8.91,16.54,5.09,0,0
"Stxbp5",3459,27,55,57,30,1,2,7.81,15.9,16.48,8.67,0.29,0.58
"Suds3",999,8,31,23,12,2,3,8.01,31.03,23.02,12.01,2,3
"Sugp2",3204,28,63,65,25,6,1,8.74,19.66,20.29,7.8,1.87,0.31
"Sulf2",2628,22,43,62,31,5,1,8.37,16.36,23.59,11.8,1.9,0.38
"Sult4a1",855,8,15,18,7,0,0,9.36,17.54,21.05,8.19,0,0
"Sumo2",288,3,7,5,3,1,1,10.42,24.31,17.36,10.42,3.47,3.47
"Sumo3",342,2,8,7,5,1,1,5.85,23.39,20.47,14.62,2.92,2.92
"Sun1",2742,43,39,57,23,4,1,15.68,14.22,20.79,8.39,1.46,0.36
"Sun2",2196,19,51,39,14,2,2,8.65,23.22,17.76,6.38,0.91,0.91
"Surf4",810,8,15,16,5,0,1,9.88,18.52,19.75,6.17,0,1.23
"Susd4",1473,12,17,31,12,0,0,8.15,11.54,21.05,8.15,0,0
"Sv2a",2229,14,31,35,24,5,2,6.28,13.91,15.7,10.77,2.24,0.9
"Sv2b",2052,14,33,27,10,0,2,6.82,16.08,13.16,4.87,0,0.97
"Svop",1647,8,31,24,10,1,1,4.86,18.82,14.57,6.07,0.61,0.61
"Swi5",423,4,8,8,5,1,0,9.46,18.91,18.91,11.82,2.36,0
"Sympk",3867,19,71,65,33,3,1,4.91,18.36,16.81,8.53,0.78,0.26
"Syndig1",777,8,15,14,6,0,0,10.3,19.31,18.02,7.72,0,0
"Syngap1",4023,23,65,65,30,4,1,5.72,16.16,16.16,7.46,0.99,0.25
"Syngr1",705,3,11,12,4,0,1,4.26,15.6,17.02,5.67,0,1.42
"Syngr3",690,4,6,8,3,0,0,5.8,8.7,11.59,4.35,0,0
"Synj2",4440,41,78,83,46,6,4,9.23,17.57,18.69,10.36,1.35,0.9
"Synm",4686,40,107,82,48,5,4,8.54,22.83,17.5,10.24,1.07,0.85
"Synpo",3303,13,39,40,18,4,2,3.94,11.81,12.11,5.45,1.21,0.61
"Synrg",3990,39,67,63,32,4,1,9.77,16.79,15.79,8.02,1,0.25
"Syp",945,5,10,13,5,2,0,5.29,10.58,13.76,5.29,2.12,0
"Syt1",1266,20,20,26,13,1,1,15.8,15.8,20.54,10.27,0.79,0.79
"Syt11",1293,7,15,32,14,3,0,5.41,11.6,24.75,10.83,2.32,0
"Syt13",1281,8,23,23,8,1,0,6.25,17.95,17.95,6.25,0.78,0
"Syt16",1650,10,26,23,11,1,1,6.06,15.76,13.94,6.67,0.61,0.61
"Syt4",1278,11,22,20,9,2,0,8.61,17.21,15.65,7.04,1.56,0
"Syt5",1161,11,18,26,11,1,2,9.47,15.5,22.39,9.47,0.86,1.72
"Syt7",1704,10,22,36,13,4,1,5.87,12.91,21.13,7.63,2.35,0.59
"Sytl2",2853,16,40,49,26,1,1,5.61,14.02,17.17,9.11,0.35,0.35
"Taf2",3597,33,62,45,22,5,3,9.17,17.24,12.51,6.12,1.39,0.83
"Tagap1",1518,13,26,40,24,1,2,8.56,17.13,26.35,15.81,0.66,1.32
"Tagln3",600,3,15,10,7,0,0,5,25,16.67,11.67,0,0
"Taldo1",1149,8,19,17,10,1,1,6.96,16.54,14.8,8.7,0.87,0.87
"Tanc2",5985,30,96,83,36,4,2,5.01,16.04,13.87,6.02,0.67,0.33
"Taok2",3723,27,83,43,12,0,3,7.25,22.29,11.55,3.22,0,0.81
"Tapt1",1695,11,17,24,14,3,0,6.49,10.03,14.16,8.26,1.77,0
"Tasp1",1263,10,34,14,6,0,0,7.92,26.92,11.08,4.75,0,0
"Tatdn2",2352,24,44,38,17,2,3,10.2,18.71,16.16,7.23,0.85,1.28
"Tbc1d10b",2397,16,48,46,21,5,3,6.68,20.03,19.19,8.76,2.09,1.25
"Tbc1d13",1203,12,24,20,9,0,1,9.98,19.95,16.63,7.48,0,0.83
"Tbc1d14",2145,26,41,45,16,2,3,12.12,19.11,20.98,7.46,0.93,1.4
"Tbc1d16",2301,6,42,36,25,3,1,2.61,18.25,15.65,10.86,1.3,0.43
"Tbc1d20",1209,15,17,30,11,0,1,12.41,14.06,24.81,9.1,0,0.83
"Tbc1d9",3795,34,74,77,37,1,2,8.96,19.5,20.29,9.75,0.26,0.53
"Tbc1d9b",3792,30,80,76,32,2,2,7.91,21.1,20.04,8.44,0.53,0.53
"Tbcb",735,6,18,9,5,1,1,8.16,24.49,12.24,6.8,1.36,1.36
"Tbcel",1329,13,23,18,6,0,2,9.78,17.31,13.54,4.51,0,1.5
"Tbck",2682,22,33,38,19,3,0,8.2,12.3,14.17,7.08,1.12,0
"Tbl1x",1584,11,36,26,16,3,1,6.94,22.73,16.41,10.1,1.89,0.63
"Tcf20",5964,32,87,70,36,4,2,5.37,14.59,11.74,6.04,0.67,0.34
"Tcf25",2031,16,42,37,13,1,1,7.88,20.68,18.22,6.4,0.49,0.49
"Tcp1",1671,11,25,18,8,1,0,6.58,14.96,10.77,4.79,0.6,0
"Tdrd7",3360,27,74,54,25,3,2,8.04,22.02,16.07,7.44,0.89,0.6
"Tecr",1089,8,11,18,8,1,0,7.35,10.1,16.53,7.35,0.92,0
"Tef",906,2,23,16,7,2,2,2.21,25.39,17.66,7.73,2.21,2.21
"Tenm2",8298,75,121,189,95,12,2,9.04,14.58,22.78,11.45,1.45,0.24
"Tenm3",8148,77,124,167,90,5,0,9.45,15.22,20.5,11.05,0.61,0
"Tenm4",8502,76,131,182,87,7,2,8.94,15.41,21.41,10.23,0.82,0.24
"Terf2ip",1182,8,27,24,11,1,1,6.77,22.84,20.3,9.31,0.85,0.85
"Tesk1",1884,24,21,30,12,2,3,12.74,11.15,15.92,6.37,1.06,1.59
"Tex2",3387,38,72,64,27,2,2,11.22,21.26,18.9,7.97,0.59,0.59
"Tex264",930,10,14,18,12,1,0,10.75,15.05,19.35,12.9,1.08,0
"Tgfbrap1",2583,20,54,48,20,2,2,7.74,20.91,18.58,7.74,0.77,0.77
"Thop1",2064,17,49,41,21,2,2,8.24,23.74,19.86,10.17,0.97,0.97
"Thra",1479,8,20,28,17,4,1,5.41,13.52,18.93,11.49,2.7,0.68
"Thrb",1428,11,19,26,15,1,1,7.7,13.31,18.21,10.5,0.7,0.7
"Thy1",489,4,6,7,2,1,0,8.18,12.27,14.31,4.09,2.04,0
"Tiam1",4776,36,80,89,44,0,2,7.54,16.75,18.63,9.21,0,0.42
"Tiam2",5148,50,93,89,40,2,4,9.71,18.07,17.29,7.77,0.39,0.78
"Timp2",663,2,13,12,8,0,2,3.02,19.61,18.1,12.07,0,3.02
"Timp3",636,6,7,10,4,2,0,9.43,11.01,15.72,6.29,3.14,0
"Tjp1",5238,33,62,69,30,2,5,6.3,11.84,13.17,5.73,0.38,0.95
"Tle1",2343,14,26,40,25,4,1,5.98,11.1,17.07,10.67,1.71,0.43
"Tle4",2322,13,32,42,23,4,1,5.6,13.78,18.09,9.91,1.72,0.43
"Tle4.1",2322,13,32,43,24,4,1,5.6,13.78,18.52,10.34,1.72,0.43
"Tlk1",2301,29,33,28,13,0,0,12.6,14.34,12.17,5.65,0,0
"Tln2",7635,50,113,135,66,3,4,6.55,14.8,17.68,8.64,0.39,0.52
"Tm2d2",666,11,7,10,4,0,1,16.52,10.51,15.02,6.01,0,1.5
"Tm9sf2",1989,21,23,18,9,0,0,10.56,11.56,9.05,4.52,0,0
"Tmbim6",714,6,6,8,2,1,1,8.4,8.4,11.2,2.8,1.4,1.4
"Tmcc1",2073,20,43,34,17,3,2,9.65,20.74,16.4,8.2,1.45,0.96
"Tmcc2",2121,14,42,31,11,3,1,6.6,19.8,14.62,5.19,1.41,0.47
"Tmco3",2037,11,44,36,19,0,2,5.4,21.6,17.67,9.33,0,0.98
"Tmed2",606,1,12,16,13,1,0,1.65,19.8,26.4,21.45,1.65,0
"Tmed7",675,3,7,5,3,0,0,4.44,10.37,7.41,4.44,0,0
"Tmed9",708,1,7,12,8,2,0,1.41,9.89,16.95,11.3,2.82,0
"Tmeff2",1125,10,16,16,10,0,0,8.89,14.22,14.22,8.89,0,0
"Tmem121",957,8,9,9,4,0,0,8.36,9.4,9.4,4.18,0,0
"Tmem130",1260,18,17,30,13,0,1,14.29,13.49,23.81,10.32,0,0.79
"Tmem132a",3057,27,57,42,17,1,2,8.83,18.65,13.74,5.56,0.33,0.65
"Tmem132d",3294,33,64,61,27,3,2,10.02,19.43,18.52,8.2,0.91,0.61
"Tmem151a",1407,9,14,18,10,0,0,6.4,9.95,12.79,7.11,0,0
"Tmem158",861,4,6,8,2,0,0,4.65,6.97,9.29,2.32,0,0
"Tmem167b",369,3,4,1,0,0,0,8.13,10.84,2.71,0,0,0
"Tmem178b",519,5,10,8,2,0,2,9.63,19.27,15.41,3.85,0,3.85
"Tmem179",702,7,9,9,5,0,1,9.97,12.82,12.82,7.12,0,1.42
"Tmem184c",1869,19,23,26,16,1,0,10.17,12.31,13.91,8.56,0.54,0
"Tmem198",1083,13,9,19,7,0,0,12,8.31,17.54,6.46,0,0
"Tmem222",627,4,7,14,10,1,0,6.38,11.16,22.33,15.95,1.59,0
"Tmem229a",1116,6,9,18,6,1,0,5.38,8.06,16.13,5.38,0.9,0
"Tmem234",423,5,4,4,2,0,0,11.82,9.46,9.46,4.73,0,0
"Tmem246",1212,9,14,11,4,0,0,7.43,11.55,9.08,3.3,0,0
"Tmem259",1725,9,25,23,9,0,1,5.22,14.49,13.33,5.22,0,0.58
"Tmem35a",504,1,3,5,1,0,0,1.98,5.95,9.92,1.98,0,0
"Tmem38a",897,5,14,11,2,0,2,5.57,15.61,12.26,2.23,0,2.23
"Tmem44",1302,7,22,24,11,2,2,5.38,16.9,18.43,8.45,1.54,1.54
"Tmem47",546,1,3,4,0,0,0,1.83,5.49,7.33,0,0,0
"Tmem50a",474,2,12,6,4,1,0,4.22,25.32,12.66,8.44,2.11,0
"Tmem57",1995,16,40,25,9,2,1,8.02,20.05,12.53,4.51,1,0.5
"Tmem59",972,7,17,14,4,1,0,7.2,17.49,14.4,4.12,1.03,0
"Tmem59l",1014,7,13,20,7,0,1,6.9,12.82,19.72,6.9,0,0.99
"Tmem63b",2499,20,32,47,26,6,1,8,12.81,18.81,10.4,2.4,0.4
"Tmem64",1146,5,13,12,4,1,0,4.36,11.34,10.47,3.49,0.87,0
"Tmem8b",2682,27,30,41,13,0,1,10.07,11.19,15.29,4.85,0,0.37
"Tmem9",552,5,13,6,2,0,1,9.06,23.55,10.87,3.62,0,1.81
"Tmem9b",600,1,5,6,4,1,0,1.67,8.33,10,6.67,1.67,0
"Tmf1",3276,29,57,42,23,4,2,8.85,17.4,12.82,7.02,1.22,0.61
"Tmsb4x",153,0,0,1,1,0,0,0,0,6.54,6.54,0,0
"Tmtc1",2829,26,37,41,16,2,2,9.19,13.08,14.49,5.66,0.71,0.71
"Tmub2",1077,10,17,20,10,2,0,9.29,15.78,18.57,9.29,1.86,0
"Tmx2",888,13,17,16,8,2,1,14.64,19.14,18.02,9.01,2.25,1.13
"Tnfrsf19",1251,12,20,22,11,1,0,9.59,15.99,17.59,8.79,0.8,0
"Tnfrsf21",1968,14,31,41,21,2,0,7.11,15.75,20.83,10.67,1.02,0
"Tnk2",3168,26,51,71,27,6,3,8.21,16.1,22.41,8.52,1.89,0.95
"Tnks",3963,33,53,56,32,1,3,8.33,13.37,14.13,8.07,0.25,0.76
"Tnks1bp1",5163,34,111,91,39,2,5,6.59,21.5,17.63,7.55,0.39,0.97
"Tnpo2",2694,16,47,48,27,2,2,5.94,17.45,17.82,10.02,0.74,0.74
"Tnpo3",2790,26,38,50,18,2,1,9.32,13.62,17.92,6.45,0.72,0.36
"Tnr",4077,48,77,78,39,4,2,11.77,18.89,19.13,9.57,0.98,0.49
"Tns3",4323,31,64,72,36,4,1,7.17,14.8,16.66,8.33,0.93,0.23
"Tollip",825,4,15,12,4,2,0,4.85,18.18,14.55,4.85,2.42,0
"Tom1l2",1524,13,31,35,21,0,1,8.53,20.34,22.97,13.78,0,0.66
"Tox4",1860,20,25,31,15,0,1,10.75,13.44,16.67,8.06,0,0.54
"Tpm1",981,9,28,19,12,1,1,9.17,28.54,19.37,12.23,1.02,1.02
"Tpm3",858,5,30,16,5,2,1,5.83,34.97,18.65,5.83,2.33,1.17
"Tprgl",801,4,15,16,8,1,0,4.99,18.73,19.98,9.99,1.25,0
"Tpt1",519,3,7,10,4,0,0,5.78,13.49,19.27,7.71,0,0
"Trafd1",1743,15,42,30,16,2,3,8.61,24.1,17.21,9.18,1.15,1.72
"Trak1",2820,21,52,54,24,0,2,7.45,18.44,19.15,8.51,0,0.71
"Trak2",2742,21,40,45,21,3,3,7.66,14.59,16.41,7.66,1.09,1.09
"Trappc10",3777,45,85,66,31,6,3,11.91,22.5,17.47,8.21,1.59,0.79
"Trappc12",2394,17,48,45,22,3,1,7.1,20.05,18.8,9.19,1.25,0.42
"Trappc3",543,5,14,11,6,0,0,9.21,25.78,20.26,11.05,0,0
"Trappc8",4314,37,50,46,24,2,1,8.58,11.59,10.66,5.56,0.46,0.23
"Trib2",1032,7,19,18,7,1,1,6.78,18.41,17.44,6.78,0.97,0.97
"Tril",2430,18,29,44,19,0,1,7.41,11.93,18.11,7.82,0,0.41
"Trim2",2313,18,44,45,26,3,2,7.78,19.02,19.46,11.24,1.3,0.86
"Trim24",3156,28,40,41,15,0,2,8.87,12.67,12.99,4.75,0,0.63
"Trim32",1968,20,33,23,10,0,2,10.16,16.77,11.69,5.08,0,1.02
"Trim33",3423,21,44,42,21,1,2,6.13,12.85,12.27,6.13,0.29,0.58
"Trim35",1551,10,33,25,14,2,0,6.45,21.28,16.12,9.03,1.29,0
"Trim44",1038,7,26,28,17,0,2,6.74,25.05,26.97,16.38,0,1.93
"Trim8",1656,15,34,26,20,5,1,9.06,20.53,15.7,12.08,3.02,0.6
"Trip12",6078,53,90,80,43,2,2,8.72,14.81,13.16,7.07,0.33,0.33
"Trnp1",672,1,6,7,2,0,0,1.49,8.93,10.42,2.98,0,0
"Tro",6264,79,74,96,37,1,1,12.61,11.81,15.33,5.91,0.16,0.16
"Trp53bp1",5910,55,117,99,50,9,3,9.31,19.8,16.75,8.46,1.52,0.51
"Trp53inp2",666,3,11,7,2,0,1,4.5,16.52,10.51,3,0,1.5
"Trpc4ap",2394,27,43,41,23,3,1,11.28,17.96,17.13,9.61,1.25,0.42
"Trps1",3858,42,52,58,28,3,1,10.89,13.48,15.03,7.26,0.78,0.26
"Tsc1",3486,36,70,69,27,1,2,10.33,20.08,19.79,7.75,0.29,0.57
"Tsc2",5229,49,90,91,40,8,2,9.37,17.21,17.4,7.65,1.53,0.38
"Tsc22d1",3234,17,26,25,15,0,0,5.26,8.04,7.73,4.64,0,0
"Tsen34",951,7,13,14,1,0,0,7.36,13.67,14.72,1.05,0,0
"Tshz1",3255,26,57,57,28,4,2,7.99,17.51,17.51,8.6,1.23,0.61
"Tspan13",615,4,5,4,2,0,1,6.5,8.13,6.5,3.25,0,1.63
"Tspan2",666,3,13,7,4,2,0,4.5,19.52,10.51,6.01,3,0
"Tspan3",771,6,5,13,4,0,0,7.78,6.49,16.86,5.19,0,0
"Tspan5",807,7,9,11,3,0,0,8.67,11.15,13.63,3.72,0,0
"Tspan7",750,10,18,10,1,0,0,13.33,24,13.33,1.33,0,0
"Tspyl2",2034,13,46,50,27,3,2,6.39,22.62,24.58,13.27,1.47,0.98
"Tspyl4",1221,3,26,16,8,1,1,2.46,21.29,13.1,6.55,0.82,0.82
"Tssc1",1161,14,20,31,18,0,0,12.06,17.23,26.7,15.5,0,0
"Ttbk2",3939,33,68,66,27,3,3,8.38,17.26,16.76,6.85,0.76,0.76
"Ttc3",5940,55,94,83,35,6,2,9.26,15.82,13.97,5.89,1.01,0.34
"Ttc9b",720,6,5,6,3,0,0,8.33,6.94,8.33,4.17,0,0
"Ttl",1134,9,11,18,11,0,0,7.94,9.7,15.87,9.7,0,0
"Ttll11",2184,18,40,46,24,1,3,8.24,18.32,21.06,10.99,0.46,1.37
"Ttll7",2739,17,40,36,14,1,1,6.21,14.6,13.14,5.11,0.37,0.37
"Ttpal",1032,4,15,18,8,0,1,3.88,14.53,17.44,7.75,0,0.97
"Ttr",444,4,7,8,3,0,0,9.01,15.77,18.02,6.76,0,0
"Ttyh1",1383,9,20,19,8,1,2,6.51,14.46,13.74,5.78,0.72,1.45
"Tuba1a",1356,10,24,17,7,3,4,7.37,17.7,12.54,5.16,2.21,2.95
"Tuba1b",1356,10,23,18,8,3,3,7.37,16.96,13.27,5.9,2.21,2.21
"Tuba1c",1350,10,21,19,9,3,1,7.41,15.56,14.07,6.67,2.22,0.74
"Tuba4a",1434,11,26,24,7,0,0,7.67,18.13,16.74,4.88,0,0
"Tubb4b",1338,17,19,27,12,0,1,12.71,14.2,20.18,8.97,0,0.75
"Tubb5",1335,10,21,23,9,0,1,7.49,15.73,17.23,6.74,0,0.75
"Tusc2",333,0,4,1,1,0,0,0,12.01,3,3,0,0
"Tusc3",1044,9,16,14,9,4,1,8.62,15.33,13.41,8.62,3.83,0.96
"Tvp23a",669,9,10,11,5,0,0,13.45,14.95,16.44,7.47,0,0
"Twf2",1050,10,14,23,10,0,0,9.52,13.33,21.9,9.52,0,0
"Txndc15",1035,12,23,14,4,1,3,11.59,22.22,13.53,3.86,0.97,2.9
"Txndc5",1254,18,22,21,10,3,1,14.35,17.54,16.75,7.97,2.39,0.8
"Txnl1",870,9,13,12,6,0,0,10.34,14.94,13.79,6.9,0,0
"Tyro3",2643,21,45,42,15,1,0,7.95,17.03,15.89,5.68,0.38,0
"U2af2",1428,11,22,33,17,4,0,7.7,15.41,23.11,11.9,2.8,0
"Uap1",1569,11,27,19,11,2,0,7.01,17.21,12.11,7.01,1.27,0
"Uba1",3177,35,42,52,26,2,1,11.02,13.22,16.37,8.18,0.63,0.31
"Uba5",1212,11,29,18,10,1,1,9.08,23.93,14.85,8.25,0.83,0.83
"Ubac1",1230,5,24,27,15,0,2,4.07,19.51,21.95,12.2,0,1.63
"Ubap2l",3339,31,44,44,23,1,3,9.28,13.18,13.18,6.89,0.3,0.9
"Ubb",918,1,16,21,4,0,0,1.09,17.43,22.88,4.36,0,0
"Ubc",2205,2,38,66,30,18,0,0.91,17.23,29.93,13.61,8.16,0
"Ube2d2a",444,1,4,4,2,0,0,2.25,9.01,9.01,4.5,0,0
"Ube2d3",447,2,3,10,6,0,0,4.47,6.71,22.37,13.42,0,0
"Ube2e2",606,7,16,15,7,0,0,11.55,26.4,24.75,11.55,0,0
"Ube2g1",513,5,7,6,5,0,0,9.75,13.65,11.7,9.75,0,0
"Ube2h",552,4,13,11,6,0,1,7.25,23.55,19.93,10.87,0,1.81
"Ube2i",477,5,13,6,1,1,2,10.48,27.25,12.58,2.1,2.1,4.19
"Ube2j1",957,7,16,14,6,0,0,7.31,16.72,14.63,6.27,0,0
"Ube2m",552,4,9,11,5,1,1,7.25,16.3,19.93,9.06,1.81,1.81
"Ube2n",459,3,5,5,1,1,0,6.54,10.89,10.89,2.18,2.18,0
"Ube2q1",1269,12,22,14,4,0,1,9.46,17.34,11.03,3.15,0,0.79
"Ube2q2",1137,11,22,16,7,1,1,9.67,19.35,14.07,6.16,0.88,0.88
"Ube2ql1",915,5,14,15,9,2,0,5.46,15.3,16.39,9.84,2.19,0
"Ube2s",681,6,10,13,4,0,1,8.81,14.68,19.09,5.87,0,1.47
